,webUrl,website,review_Tags,address,description,name,numberOfReviews,tour_Offers,rankingString,rankingDenominator,rating,rawRanking,subtype/0,image
710,https://www.tripadvisor.com/Attraction_Review-g189400-d17769034-Reviews-EXPLOROLOCO-Athens_Attica.html,http://www.exploroloco.gr,"experience morocco, tromso, arctic, philippos, summit, christos, adventure, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","30 Veranzerou 6th Floor, Athens 10432 Greece","Travel agency in Athens-Greece, which organizes all kind of tours (cultural, nature etc) in Athens and in the countryside, vacation packages, trips abroad, outdoor activities and expreme sports.",EXPLOROLOCO,194,"Private Hiking Tour in Athens at The Peak of Taygetos Mountain, From Athens: Full Day Tour in Meteora, nan, nan, nan",#5 of 191 Boat Tours & Water Sports in Athens,191,5,4.416115284,Multi-day Tours,https://media-cdn.tripadvisor.com/media/photo-m/1280/18/63/2c/53/caption.jpg
711,https://www.tripadvisor.com/Attraction_Review-g189400-d14208818-Reviews-Athenian_Tours-Athens_Attica.html,http://www.atheniantours.gr/,"acropolis museum, great tour, knowledge, guide, information, historian, insight, greece, tailor, stories, sites, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan",Athens 15231 Greece,"Travel Back In Time With An Informative And Fun Tour To The Most Significant Monument In Athens. This Tour Is Guided By An expert English-speaking licensed tour guide. Discover The Unesco World Heritage-listed Acropolis Of Athens Through A Journey Into History, Mythology And Storytelling. The Tour Continues With A Visit To The Acropolis Museum, Which Has Been Ranked Among The Top Museums",Athenian Tours,280,"Athens: Acropolis, Parthenon & Acropolis Museum Guided Tour, Athens: Street Food Tour with 7 Tastings, Athens: Acropolis, Parthenon Guided Tour, optional Tickets, nan, nan",#17 of 265 Food & Drink in Athens,265,5,4.405483246,Walking Tours,https://media-cdn.tripadvisor.com/media/photo-m/1280/13/8b/d4/59/getlstd-property-photo.jpg
712,https://www.tripadvisor.com/Attraction_Review-g189400-d12962636-Reviews-Athens_Taxi_Travel-Athens_Attica.html,http://www.athenstaxitravel.com,"christian tour, day trip, greek history, great driver, wonderful tour, private tour, mercedes, vicki, corinth, knowledge, footsteps, marathon, tours, greece, transfer, monument, sights, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan",Athens Greece,"With more than 10 years experience in private tours we guide you to the best places in Greece. Visit the Acropolis in Athens, Delphi, Thermopylae, Corinth, Sparta..with Licensed Guide!",Athens Taxi Travel,273,"St. Paul's footsteps to Ancient Corinth , Cape Sounion and Temple of Poseidon Half Day Private Tour, Athens Half day Christian Tour | Apostle Paul first Spoke - Acropolis, Parthenon, Corinth, Mycenae, Epidaurus & Nafplio Full Day Private Tour, Delphi and Thermopylae Full Day Private Tour",#41 of 639 Transportation in Athens,639,5,4.307919979,Sightseeing Tours,https://media-cdn.tripadvisor.com/media/photo-o/17/5c/9c/b6/visit-the-acropolis-in.jpg
713,https://www.tripadvisor.com/Attraction_Review-g189400-d17629688-Reviews-Athens_Wheelz_Fat_Bike_Tours_in_Acropolis_Area_scooter_ebike-Athens_Attica.html,http://www.wheelzathens.com,"super fun, a lot of fun, great tour, theodore, activity, glide, rode, sights, history, greece, acropolis, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","Chatzichistou 6A Sygrou 26, Athens 11742 Greece",Explore the ancient civilization of Athens on this guided escooter ebike bike tour. learn about the History from your expert guide ! Meet Wheelz and travel thousand of years back in History !,"Athens: Wheelz Fat Bike Tours in Acropolis Area, scooter, ebike",255,"Athens: Wheelz Fat Bike Tours in Acropolis Area, scooter, ebike, Athens History & cultural tour with e-bike Fat Wheelz, Small-Group Food Testing Walking Tour plus Markets visit ( Price includes food), nan, nan",#2 of 382 Outdoor Activities in Athens,382,5,4.486585617,City Tours,https://media-cdn.tripadvisor.com/media/photo-m/1280/2a/a7/31/a5/caption.jpg
714,https://www.tripadvisor.com/Attraction_Review-g189400-d4942063-Reviews-Athens_Photo_Tour-Athens_Attica.html,http://www.athensphototour.com,"photographs, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","Stouart 17 Athens, Athens 117 42 Greece","Discover hidden treasures of Ancient Greece in an Athens Photo Tour, by walking the city streets. You will learn practical pro tips you can use straight away. We will point out details invisible to the untrained eye, reveal the best points on the route of your interest and identify photo opportunities for creative shots.",Athens Photo Tour,234,"Santorini Walking Tour with a Personal Photographer, Athens Photography Tour, Full-Day Meteora Photography Tour from Athens, Private Full Day Athens Photography Tour, Private Athens Walking Tour with a Personal Photographer","#88 of 1,148 Tours in Athens",1148,5,4.387215614,Photography Tours,https://media-cdn.tripadvisor.com/media/photo-o/08/52/89/7e/athens-photography-tours.jpg
715,https://www.tripadvisor.com/Attraction_Review-g189400-d25293775-Reviews-Hellas_Vintage_Tours_Motorcycle_with_Sidecar_Tours-Athens_Attica.html,http://athensvintagetours.com,"ride, sounion, driver, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","_________ ___________ 15, Athens 11742 Greece","Explore Athens historical neighborhoods in an unforgettable way on a tour by vintage open-air sidecar. On a daytime or nighttime adventure, cruise through the city to see sights like the Acropolis, Plaka and Psyri Quarter, Hill of Lycabetus, or Temple of Poseidon in Sounion, depending on option selected when booking.
",Hellas Vintage Tours | Motorcycle with Sidecar Tours,159,"Half Day Sidecar Private Tour to Poseidon Temple & Athens Riviera, VIP 90"" Private Sidecar Tour of Athens Acropolis & Lycabetus, VIP Private Tour of Athens Acropolis & Plaka in a Sidecar, 2 Hour Private Tour through Athens Riviera in a Sidecar, nan","#21 of 1,148 Tours in Athens",1148,5,4.46079874,Motorcycle Tours,https://media-cdn.tripadvisor.com/media/photo-m/1280/28/d0/1d/f2/caption.jpg
716,https://www.tripadvisor.com/Attraction_Review-g189400-d23642249-Reviews-LS_Tours-Athens_Attica.html,https://lstours.gr,"piraeus port, day trip, luggage, delphi, george, driver, airport, sites, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","Pindou 47, Athens 13341 Greece","Welcome to LS Tours. The leading company in the field of Travel, Tour and Transfer Services in Greece. LS Tours was created for people who want to see the best of Athens & Greece!",LS Tours,200,"Thermopylae and Delphi Private Full-Day Tour from Athens, Private Transfer from Piraeus Port to Athens Airport, Delphi Private Day Tour from Athens , Best of Athens and Cape Sounio Private Tour from Athens, Ancient Corinth Half-Day Private Tour from Athens",#6 of 639 Transportation in Athens,639,5,4.463511944,Multi-day Tours,https://media-cdn.tripadvisor.com/media/photo-m/1280/24/84/f3/e0/caption.jpg
718,https://www.tripadvisor.com/Attraction_Review-g189400-d3181237-Reviews-Blue_Water_Sailing_Greece-Athens_Attica.html,http://www.sailboatchartergreece.com/,"sailing trip, greek islands, longer trip, sailing conditions, incredible week, adriana, sailors, snorkeling, boat, aboard, sailed, cyclades, skiing, aegean, captain, greece, yacht, knowledge, sails, insight, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan",Athens 174 55 Greece,"Spend a week on board and we will sail you to more than 5 different islands so you can enjoy lots of sunshine and swimming, explore picturesque harbor towns and crystal-clear bays, enjoy Greek cuisine, discover the ancient history, culture and much more. You won’t need to plan, pack or unpack or find accommodation as you cruise from one islands to the next. Just enjoy your best holidays as we will share with you the best islands’ insights: things to do and visit / places to eat.",Blue Water Sailing Greece,151,"nan, nan, nan, nan, nan",#4 of 191 Boat Tours & Water Sports in Athens,191,5,4.41630125,Boat Tours,https://media-cdn.tripadvisor.com/media/photo-m/1280/14/26/99/9e/moni-islet-saronic-gulf.jpg
719,https://www.tripadvisor.com/Attraction_Review-g189400-d3629219-Reviews-Athens_Insiders-Athens_Attica.html,http://www.athensinsiders.com,"private tour, greek culture, yannis, george, guide, greece, acropolis, sites, peloponnese, mycenae, pace, olympia, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","Paleon Patron Germanou 7, Athens 10557 Greece","A different way to discover the multiple faces and the little known treasures of Greece through the eyes of a local. Filled with unique insights and sharing a never ending love for the country we live in, we are committed to revealing to you the real Greece that we admire. Providing private and tailor made travel experiences we escape from rigid itineraries, stepping out the beaten track and sharing with you amazing hidden places and first-hand insights into our country, our lifestyle and our cultural heritage. You can choose from unique themed tours or just design your unique itinerary!",Athens Insiders,434,"Private Day Trip of Delphi from Athens, Flavors of Athens private food tour, Athens Orientation Private tour, Acropolis & New Acropolis Museum for Families, Divine Delphi & Ancient Trail Hike Private Day Trip",#16 of 265 Food & Drink in Athens,265,5,4.411813736,Day Trips,https://media-cdn.tripadvisor.com/media/photo-o/03/d6/ea/6b/athens-insiders-private.jpg
720,https://www.tripadvisor.com/Attraction_Review-g189400-d16755419-Reviews-Elegant_Greek_Tours-Athens_Attica.html,http://www.elegantgreektours.com,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","Dimitrakopoulou, Athens 11741 Greece","Elegant Greek Tours has 12 years experience in the chauffeur section and tourism.
We will provide you an exceptional Airport / Land Transfer or Tour for your corporate or personal transportation needs.
Whether you are coming to Athens on business or leisure, we have a car and chauffeur to suit your needs.
Member of Greek National Tourism Organization
License No: 0261E81000601301
",Elegant Greek Tours,174,"Athens By Night Driving Tour (Highlights) , and Dinner time, Athens Greece Half Day Private Tour , Athens Greece Full Day private tour, Historical Athens Private Tour , Best Of Ancient Athens Private Tour ","#100 of 1,148 Tours in Athens",1148,5,4.372687817,Multi-day Tours,https://media-cdn.tripadvisor.com/media/photo-o/16/a7/26/7d/caption.jpg
721,https://www.tripadvisor.com/Attraction_Review-g189400-d15151514-Reviews-Secret_Food_Tours_Athens-Athens_Attica.html,http://www.secretfoodtours.com/athens/,"culture, guide, greece, sites, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan",Athens 105 55 Greece,"Get more information - direct booking and lower price at Secret Food Tours. By booking Secret Food Tours Athens, we will take you to places the locals eat, introduce you to new food experiences, and teach you how to be ""Greek"" while visiting our city. We will focus our time during our tour in the beautiful and still authentic Psyrri and downtown area.",Secret Food Tours Athens,218,"Athens Walking Food Tour With Secret Food Tours, Athens Private Walking Food Tour With Secret Food Tours, nan, nan, nan",#15 of 265 Food & Drink in Athens,265,5,4.412015438,Food Tours,https://media-cdn.tripadvisor.com/media/photo-o/29/79/a3/d7/seafood.jpg
772,https://www.tripadvisor.com/Attraction_Review-g189400-d4509209-Reviews-Athens_Culinary_Backstreets_Walks-Athens_Attica.html,http://www.culinarybackstreets.com/culinary-walks/athens/,"greek cuisine, lamb chops, highly recommend this tour, an excellent guide, wealth of knowledge, highlight of our trip, great company, private tour, carolina, constantine, culture, tours, greece, kiki, pace, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","4 Platia Omonias, Athens 104 31 Greece","We focus on a more traditional side of urban culinary life – the workings of simple family-run restaurants, the masters passing their craft on to an apprentice, the banter of regulars gathered around an open table, the rhythm of a life committed to meatballs and nothing else. For us, it’s never just about the best meatball in town; it’s always about all of the meatballs.",Athens Culinary Backstreets Walks,540,"Culinary Backstreets of Plaka - Athens Food Tour, The Moveable Sunday Feast Walking Tour in Greece, Culinary Secrets of Downtown Athens, Exarchia: Taste of Utopia, nan",#5 of 265 Food & Drink in Athens,265,5,4.454891205,City Tours,https://media-cdn.tripadvisor.com/media/photo-o/04/33/1e/61/athens-culinary-backstreets.jpg
773,https://www.tripadvisor.com/Attraction_Review-g189400-d2521327-Reviews-Timeless_Athens_Tours-Athens_Attica.html,http://www.athenstours.gr/,"vassilios vassalos, day tour, private tour, athens tour, cruise ship, athenian riviera, cape sounion, greek history, great tour, olympic stadium, corinth canal, highly recommend this company, perfect guide, major sites, guide book, petros, airport, driver, greece, temple, acropolis, guard, knowledge, sights, poseidon, highlights, vehicle, piraeus, archaeologist, insight","Othonos 4 Syntagma, Athens Greece","Best Private Tours in Athens Greece by Timeless Athens Tours, a well-established travel agency, we have been in business for more than 20 years. We are experts in the sector of private touring, not only in the city of Athens but also throughout Greece’s mainland. We have been recognized by many people, both travelers, and tourism professionals, within the years. The excellent reviews from our satisfied customers all over the world can only verify our quality of services. We have designed some unique Day Tours and Multi-Day Tours, based on our years of experience, that fully encapsulate the history, culture, and scenery of the locations visited. Our tours are designed to meet every traveler's desires and needs, however, we offer tailor-made services for those travelers that require something extra, such as a unique, customized itinerary or a special destination.",Timeless Athens Tours,845,"nan, nan, nan, nan, nan",#16 of 639 Transportation in Athens,639,5,4.414721966,Multi-day Tours,https://media-cdn.tripadvisor.com/media/photo-o/11/de/d9/4d/statue-of-apollo-at-the.jpg
