,webUrl,website,features,review_Tags,cuisines,meal_Types,dishes,address,description,email,name,menuWebUrl,numberOfReviews,priceLevel,priceRange,rankingString,rankingDenominator,rating,rawRanking,image,owner_image_url
1817,https://www.tripadvisor.com/Restaurant_Review-g562636-d7044237-Reviews-Nikopolis_Seafood-Chalandri_Attica.html,http://www.ouzerinikopolis.gr,"Takeout, Outdoor Seating, Seating, Television, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Wine and Beer, Accepts Mastercard, Accepts Visa, Free Wifi, Reservations, Street Parking, Table Service, Accepts Credit Cards, Dog Friendly, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","Seafood, Mediterranean, Greek, Diner, Healthy, Vegetarian Friendly, Vegan Options, nan, nan, nan, nan","Lunch, Dinner, nan, nan, nan, nan","nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","Ierou Lohou 1-7 & Iraklitou 54, Chalandri 152 38 Greece","Nikopolis in Chalandri, is a very good tavern for traditional Greek cuisine, fish and seafood. Continuing the tradition of years, the tavern welcomes you in a familiar place with greek tarditional decoration, with specialities inspired by homemade greek recipes.",nikopolisouzeri@gmail.com,Nikopolis Seafood,http://www.ouzerinikopolis.gr/menu/,103,$$ - $$$,$10 - $18,#19 of 230 places to eat in Chalandri,187.0,4.5,3.6644864082336426,https://media-cdn.tripadvisor.com/media/photo-o/11/54/08/3c/food.jpg,"nan, nan, nan"
1818,https://www.tripadvisor.com/Restaurant_Review-g562636-d6781674-Reviews-Vrasto-Chalandri_Attica.html,http://www.vrasto.gr,"Takeout, Reservations, Outdoor Seating, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Free Wifi, Accepts Credit Cards, Table Service, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","Mediterranean, Greek, Vegetarian Friendly, Vegan Options, nan, nan, nan, nan, nan, nan, nan","Lunch, Dinner, nan, nan, nan, nan","nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","3 Rodon, Chalandri 152 33 Greece",,info@vrasto.gr,Vrasto,,275,$$ - $$$,$12 - $18,#18 of 230 places to eat in Chalandri,187.0,4.0,3.664701461791992,https://media-cdn.tripadvisor.com/media/photo-o/0c/e8/90/f9/20160910-163029-largejpg.jpg,"nan, nan, nan"
1819,https://www.tripadvisor.com/Restaurant_Review-g562630-d858035-Reviews-Balux_Cafe-Glyfada_Attica.html,http://www.baluxcafe.com/el_gr/,"Reservations, Outdoor Seating, Private Dining, Seating, Parking Available, Validated Parking, Valet Parking, Television, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Free Wifi, Accepts Credit Cards, Table Service, Waterfront, Beach, Playgrounds, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","great music, sea, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","Bar, Cafe, Mediterranean, Greek, Vegetarian Friendly, Vegan Options, Gluten Free Options, nan, nan, nan, nan","Breakfast, Lunch, Dinner, Brunch, Late Night, Drinks","Burger, Salad, Salmon, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","Leoforos Poseidonos 58, Glyfada 166 74 Greece",,baluxcafe@p-group.gr,Balux Cafe,http://www.baluxcafe.com/wp-content/uploads/2019/07/Balux_RestaurantMenu_Print_Final.pdf,1209,$$ - $$$,$10 - $20,#35 of 287 places to eat in Glyfada,239.0,4.0,3.667652368545532,https://media-cdn.tripadvisor.com/media/photo-o/04/c1/81/ab/balux-cafe.jpg,"nan, nan, nan"
1820,https://www.tripadvisor.com/Restaurant_Review-g3320224-d6936549-Reviews-Dio_Ke_Nakei-Chaidari_Attica.html,,"Reservations, Seating, Accepts Credit Cards, Table Service, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","Greek, Vegan Options, nan, nan, nan, nan, nan, nan, nan, nan, nan","Lunch, Dinner, Late Night, Drinks, nan, nan","nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","13 Stratigou Karaiskaki Georgiou, Chaidari 124 61 Greece",,,Dio Ke Nakei,,65,$,$10 - $15,#2 of 49 places to eat in Chaidari,41.0,4.5,3.6672251224517822,https://media-cdn.tripadvisor.com/media/photo-o/06/58/14/04/caption.jpg,"nan, nan, nan"
1821,https://www.tripadvisor.com/Restaurant_Review-g642168-d21045643-Reviews-Bebi_s-Alimos_Attica.html,http://www.facebook.com/BebisRestaurant,"Reservations, Seating, Accepts Credit Cards, Table Service, Takeout, Outdoor Seating, Street Parking, Wheelchair Accessible, Serves Alcohol, Wine and Beer, Accepts American Express, Accepts Mastercard, Accepts Visa, Digital Payments, Free Wifi, Family style, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","greek salad, food is absolutely delicious, starters, menu, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","Greek, Healthy, Mediterranean, nan, nan, nan, nan, nan, nan, nan, nan","Dinner, Lunch, nan, nan, nan, nan","nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","Lochagou Chronopoulou 50, Alimos 174 55 Greece","A nice cosy venue-neither big nor small- set up with care just like the dishes we prepare for you. We try flavors and ingredients, modify and create recipes from different cultures and cuisines of different countries, always resulting in tasty dishes. We simply cook what we love with the aim that ... you will love what we cook!",bebisrestaurant@gmail.com,Bebi’s,,31,$$ - $$$,$5 - $35,#9 of 79 places to eat in Alimos,67.0,5.0,3.665437459945679,https://media-cdn.tripadvisor.com/media/photo-w/26/f8/1d/5a/caption.jpg,"nan, nan, nan"
1822,https://www.tripadvisor.com/Restaurant_Review-g189400-d13517242-Reviews-Athinais-Athens_Attica.html,http://el-gr.facebook.com/pg/%CE%91%CE%B8%CE%B7%CE%BD%CE%B1%CE%90%CF%82-164804690964268/about/,"Delivery, Takeout, Seating, Table Service, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","lunch, salad, portions, greek, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","Mediterranean, Greek, Vegan Options, Vegetarian Friendly, nan, nan, nan, nan, nan, nan, nan","Lunch, Dinner, nan, nan, nan, nan","nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","Rizari 26 Pangrati, Athens 11635 Greece","A Greek restaurant that every day aspires to meet the tastes of both Greek and Mediterranean cuisine, with twenty (20) different dishes (cookers, ovens and dishes) daily.",elenisoulatzou@gmail.com,Athinais,,50,$,$3 - $8,"#515 of 3,608 places to eat in Athens",2952.0,5.0,3.6668198108673096,https://media-cdn.tripadvisor.com/media/photo-m/1280/18/3b/f7/b3/20190708-140346-largejpg.jpg,"nan, nan, nan"
1823,https://www.tripadvisor.com/Restaurant_Review-g3695513-d13001747-Reviews-Psaromezedes-Moschato_Attica.html,https://www.facebook.com/Psaromezedes/,"Delivery, Takeout, Reservations, Seating, Street Parking, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Free Wifi, Accepts Credit Cards, Table Service, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","Seafood, Greek, Mediterranean, Vegetarian Friendly, nan, nan, nan, nan, nan, nan, nan","Lunch, Dinner, nan, nan, nan, nan","Fish, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","Makrygianni 52 Corner Lamprou Katsouni, Moschato 18345 Greece",The most amazing fish restaurant in Athens.We offer a big variety of fish.Our staff is always trying to do the best for our customers. We guarentee you great value for money.,,Psaromezedes,,117,$$ - $$$,$12 - $25,#2 of 39 places to eat in Moschato,29.0,4.5,3.6666083335876474,https://media-cdn.tripadvisor.com/media/photo-o/11/c7/e1/40/photo0jpg.jpg,"nan, nan, nan"
1824,https://www.tripadvisor.com/Restaurant_Review-g189400-d2034062-Reviews-Ivis-Athens_Attica.html,,"Seating, Serves Alcohol, Table Service, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","hummus, mussels, food was amazing, mezze, portions, tomato, tavern, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","Greek, Vegetarian Friendly, Vegan Options, nan, nan, nan, nan, nan, nan, nan, nan","Lunch, Dinner, nan, nan, nan, nan","Salad, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","Ivis 10 N. Apostoli 19, Psyrri, Athens 10554 Greece",,,Ivis,,129,$,,"#513 of 3,608 places to eat in Athens",2952.0,4.5,3.668607711791992,https://media-cdn.tripadvisor.com/media/photo-o/11/34/b1/9e/camarao-frito.jpg,"nan, nan, nan"
1825,https://www.tripadvisor.com/Restaurant_Review-g189400-d12295859-Reviews-Warehouse_CO2-Athens_Attica.html,http://www.warehouse.gr,"Outdoor Seating, Seating, Parking Available, Street Parking, Serves Alcohol, Wine and Beer, Accepts Mastercard, Accepts Visa, Cash Only, Free Wifi, Table Service, Reservations, Wheelchair Accessible, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","Deli, Wine Bar, Bar, Mediterranean, European, Pub, nan, nan, nan, nan, nan","Breakfast, Lunch, Brunch, nan, nan, nan","nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","Ypereidou 1, Athens 10558 Greece","Warehouse in a bubble! The Warehouse name is already known and loved for speciality coffee, variety in wines from all around the world, creative food and exciting cocktails. In 2014 the first Warehouse opened in Exarchia at the corner of Mavromichali and Valtetsiou streets. We now have one more reason to love Warehouse…bubbles! Warehouse CO2 opened in April 2017 at Syntagma-Plaka to bring the bubbles to our lives and tickle our daily routine! At Warehouse CO2 you can choose from a wide variety of sparkling wines from all around the world by the glass, by the bottle and to take home. Sparkling and semi-sparkling wines from Greece, prosecco, Moscato d'Asti and Franciacorta from Italy, Cava from Spain, champagne from France, but also unexpected origins such as England or Tasmania. Still wines stay in the list at CO2 but come in more special editions. Magnum bottles, vintage and awarded wines stand out in this category. Our food menu includes dishes with unexpected taste combinations as well as deli products, such as cheese and cold cuts, which are served to eat in or buy retail. From bruschettas and gourmet sandwiches to beef carpaccio with black truffle flakes and beetroot with trout eggs, Warehouse's chef Vassilis Geogleris promises once more a unique tasting experience. In our menu you will also find breakfast options to accompany your favorite speciality or single origin coffee from around the world, which is daily roasted at Wisecup Coffee Roasters.",warehouse@warehouse.gr,Warehouse CO2,https://warehouse.gr/private-wine-menu/,67,$$ - $$$,$2 - $20,"#517 of 3,608 places to eat in Athens",2952.0,4.5,3.665656805038452,https://media-cdn.tripadvisor.com/media/photo-o/0e/ec/3c/8b/warehouse-co2.jpg,"nan, nan, nan"
1826,https://www.tripadvisor.com/Restaurant_Review-g189400-d12384171-Reviews-Palia_Omonoia-Athens_Attica.html,https://www.facebook.com/%CE%97-%CF%80%CE%B1%CE%BB%CE%B9%CE%AC-%CE%9F%CE%BC%CF%8C%CE%BD%CE%BF%CE%B9%CE%B1-palia-omonoia-512073952286167/?ref=page_internal,"Takeout, Reservations, Outdoor Seating, Seating, Wheelchair Accessible, Serves Alcohol, Table Service, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","kabobs, salad, tzatziki, metro station, highly recommend this restaurant, tasty food, omonia, costas, portions, dishes, square, centre, waiters, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","European, Greek, Vegetarian Friendly, Vegan Options, Gluten Free Options, nan, nan, nan, nan, nan, nan","Breakfast, Lunch, Dinner, nan, nan, nan","Gyros, Souvlaki, Salad, Pork, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","Plateia Omonoias 10, Athens 10431 Greece",,,Palia Omonoia,,132,$$ - $$$,,"#512 of 3,608 places to eat in Athens",2952.0,4.0,3.670279026031494,https://media-cdn.tripadvisor.com/media/photo-o/10/74/d6/d3/palia-omonoia.jpg,"nan, nan, nan"
1827,https://www.tripadvisor.com/Restaurant_Review-g189400-d25389532-Reviews-Sooul_Kitsen-Athens_Attica.html,https://www.facebook.com/SoulKitchenEvelpidon/,"Reservations, Table Service, Delivery, Takeout, Outdoor Seating, Private Dining, Seating, Street Parking, Wheelchair Accessible, Serves Alcohol, Full Bar, Wine and Beer, Accepts Mastercard, Accepts Visa, Digital Payments, Cash Only, Free Wifi, Accepts Credit Cards, Jazz Bar, BYOB, Dog Friendly, Family style, Non-smoking restaurants, Sports bars, nan, nan, nan, nan, nan","service, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","Mediterranean, Greek, Seafood, Grill, Healthy, nan, nan, nan, nan, nan, nan","Breakfast, Lunch, Dinner, Brunch, Drinks, nan","nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","EVELPIDON 47, Athens 11362 Greece","MEDITERRANEAN RESTAURANT, BAR, ALL DAY.",nekwine@gmail.com,Sooul Kitsen,,26,$$ - $$$,$7 - $16,"#518 of 3,608 places to eat in Athens",2952.0,5.0,3.6641688346862793,https://media-cdn.tripadvisor.com/media/photo-m/1280/28/da/80/03/liguini-wiyh-trout-queened.jpg,"nan, nan, nan"
1828,https://www.tripadvisor.com/Restaurant_Review-g1205209-d9828560-Reviews-Taverna_Ta_Pefka-Maroussi_Attica.html,http://www.facebook.com/tavernaTaPefka,"Takeout, Reservations, Outdoor Seating, Seating, Wheelchair Accessible, Serves Alcohol, Table Service, Highchairs Available, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","trees, athens, dishes, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","Steakhouse, Greek, Mediterranean, Barbecue, Vegetarian Friendly, nan, nan, nan, nan, nan, nan","Lunch, Dinner, nan, nan, nan, nan","Salad, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","34 Chaimada Dimitriou, Maroussi 151 22 Greece",,,Taverna Ta Pefka,,129,$$ - $$$,,#5 of 134 places to eat in Maroussi,105.0,4.0,3.6679975986480713,https://media-cdn.tripadvisor.com/media/photo-o/0a/63/7d/3f/ta-img-20160221-153306.jpg,"nan, nan, nan"
1829,https://www.tripadvisor.com/Restaurant_Review-g189400-d23408137-Reviews-Luv_n_Roll_House-Athens_Attica.html,http://luvnroll.com/luvnroll-house/,"Reservations, Delivery, Outdoor Seating, Private Dining, Seating, Parking Available, Street Parking, Serves Alcohol, Wine and Beer, Digital Payments, Free Wifi, Accepts Credit Cards, Table Service, Dog Friendly, Gift Cards Available, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","rooftop, acropolis, dishes, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","Bar, Mediterranean, Contemporary, Healthy, Cafe, European, Greek, Vegan Options, nan, nan, nan","Breakfast, Lunch, Dinner, Brunch, Drinks, nan","nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","Karaiskaki 14 Psirri, Athens 10554 Greece","Multi purpose space right in the center of Athens. Enjoy our top notch restaurant - cafe - cocktail bar, unique interiors, art exhibitions and an amazing roofgarden with island vibes and the most amazing view of Acropolis! There are more surprises in our House, since you will find one floor dedicated to Tattoo art, Piercings, clothing and jewelry!",operations@luvnroll.com,Luv n Roll House,https://luvnroll.com/menu/,40,$$ - $$$,$10 - $50,"#510 of 3,608 places to eat in Athens",2952.0,5.0,3.6704063415527344,https://media-cdn.tripadvisor.com/media/photo-m/1280/27/14/38/f8/fresh-products-and-two.jpg,"nan, nan, nan"
1830,https://www.tripadvisor.com/Restaurant_Review-g3617736-d10470727-Reviews-Mparmpalexhs-Nea_Filadelfia_Attica.html,https://www.facebook.com/%CE%9C%CF%80%CE%B1%CF%81%CE%BC%CF%80%CE%B1%CE%BB%CE%B5%CE%BE%CE%B7%CF%82-205508376155317/,"Takeout, Seating, Wheelchair Accessible, Free Wifi, Accepts Credit Cards, Table Service, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","nan, nan, nan, nan, nan, nan","nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","Salaminos 70, Nea Filadelfia Greece",,,Mparmpalexhs,,97,$$ - $$$,,#4 of 72 places to eat in Nea Filadelfia,61.0,4.5,3.6756200790405273,https://media-cdn.tripadvisor.com/media/photo-o/0f/dd/c9/0a/20170709-223621-largejpg.jpg,"nan, nan, nan"
1831,https://www.tripadvisor.com/Restaurant_Review-g562630-d7121722-Reviews-La_Casa_DI_Giorgino-Glyfada_Attica.html,http://lacasadigiorgino.gr,"Takeout, Reservations, Outdoor Seating, Seating, Wheelchair Accessible, Serves Alcohol, Table Service, Highchairs Available, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","homemade pasta, pizza, italian restaurant, waiters, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","Italian, Pizza, Mediterranean, European, Vegetarian Friendly, Vegan Options, nan, nan, nan, nan, nan","Lunch, Dinner, nan, nan, nan, nan","Pasta, Salad, Pesto, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","Kyprou 30, Glyfada 166 75 Greece",,,La Casa DI Giorgino,http://lacasadigiorgino.gr/our-menu/,130,$$ - $$$,,#33 of 287 places to eat in Glyfada,239.0,4.5,3.6761207580566406,https://media-cdn.tripadvisor.com/media/photo-o/06/e5/b1/72/la-casa-di-giorgino.jpg,"nan, nan, nan"
